data,0,10,8.1788
data,0,10,8.17241
data,0,10,8.13497
data,0,10,8.15287
data,0,10,8.23977
data,0,10,8.39543
data,0,10,8.69098
data,0,10,9.10876
data,1,9,6.18162
data,1,9,6.23572
data,1,9,6.29012
data,1,9,6.33636
data,1,9,6.28807
data,1,9,6.45489
data,1,9,6.40425
data,1,9,6.41086
data,2,8,5.64553
data,2,8,5.58002
data,2,8,5.56796
data,2,8,5.72496
data,2,8,5.53715
data,2,8,5.59991
data,2,8,5.69871
data,2,8,5.61024
data,3,7,5.36086
data,3,7,5.44301
data,3,7,5.47103
data,3,7,5.4954
data,3,7,5.4394
data,3,7,5.38177
data,3,7,5.47852
data,3,7,5.51143
data,4,6,5.21063
data,4,6,5.31532
data,4,6,5.24913
data,4,6,5.18828
data,4,6,5.17058
data,4,6,5.25848
data,4,6,5.27938
data,4,6,5.28334
data,5,5,5.24515
data,5,5,5.20794
data,5,5,5.19172
data,5,5,5.14613
data,5,5,5.24089
data,5,5,5.10632
data,5,5,5.18324
data,5,5,5.15003
data,6,4,5.03564
data,6,4,5.12246
data,6,4,5.14049
data,6,4,5.06073
data,6,4,5.11001
data,6,4,5.00415
data,6,4,5.18792
data,6,4,5.08889
data,7,3,5.07114
data,7,3,5.04811
data,7,3,5.09179
data,7,3,5.03551
data,7,3,5.15562
data,7,3,4.96789
data,7,3,5.0312
data,7,3,5.07415
data,8,2,5.00093
data,8,2,4.98941
data,8,2,5.00736
data,8,2,4.93488
data,8,2,4.88128
data,8,2,4.9036
data,8,2,5.02182
data,8,2,5.01364
data,9,1,4.8239
data,9,1,4.82308
data,9,1,4.75461
data,9,1,4.82036
data,9,1,4.87733
data,9,1,4.78331
data,9,1,4.82061
data,9,1,4.78887
data,10,0,4.58076
data,10,0,4.62484
data,10,0,4.55314
data,10,0,4.53507
data,10,0,4.53234
data,10,0,4.52985
data,10,0,4.53601
data,10,0,4.57074
